sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.049;-3.2359;1.0325;-0.2712;-9.4825;-2.4859;4.9586;-8.9167;-10.5221;0.0221;-0.7036;-0.9989;0.0;-30.1;-0.37;28.39;217.18;63.1;-167.1;0.0;64.396;12.931872;77.683586;;NaN;;42.055;;0 / 0;129567;2018-08-09 08:54:19:636
-1.5343;-8.867;-0.167;-3.6071;-8.9286;1.8546;1.8036;-0.5;-2.3729;0.2181;0.8049;0.5659;0.0;-30.37;26.01;17.02;358.09;65.57;62.79;0.0;57.954;12.931872;77.683586;;NaN;;42.055;;0 / 0;130068;2018-08-09 08:54:20:137
-14.2403;-9.061;8.0977;-0.1519;-9.6149;-1.9237;-1.1325;-5.3253;-0.8474;0.7805;-0.7057;0.6703;0.0;-27.29;-1.31;27.32;231.5;76.01;174.06;0.0;64.714;12.931872;77.683586;;NaN;;42.055;;0 / 0;130567;2018-08-09 08:54:20:636
-1.8503;-10.8686;-0.2101;-3.2324;-9.2037;1.0066;8.1529;-5.78;-4.8244;0.4173;0.8102;1.0847;0.0;-29.15;25.08;16.46;2.15;66.78;58.5;0.0;60.777;12.931872;77.683586;;NaN;;42.055;;0 / 0;131067;2018-08-09 08:54:21:136
-0.4425;-3.8344;-5.0488;-0.1043;-9.4521;-2.6111;-0.7776;1.2706;-1.8052;1.6615;1.623;0.9452;0.0;-25.52;-2.68;29.56;217.75;65.22;-175.34;0.0;58.511;12.931872;77.683586;;NaN;;42.055;;0 / 0;131567;2018-08-09 08:54:21:636
-2.4465;-9.7864;-0.9332;-3.9123;-8.7459;2.0913;6.3603;-3.5578;-0.7581;-0.1079;0.7271;0.0461;0.0;-27.43;27.01;15.24;359.28;63.1;61.87;0.0;61.406;12.931872;77.683586;;NaN;;42.055;;0 / 0;132067;2018-08-09 08:54:22:136
-4.6108;-2.429;3.6278;-0.7258;-9.6126;-1.8002;5.6713;-7.6458;-9.7583;-1.1359;-1.4695;-1.1502;0.0;-31.01;-2.23;26.12;223.14;66.14;-171.4;0.0;59.648;12.931872;77.683586;;NaN;;42.055;;0 / 0;132567;2018-08-09 08:54:22:636
2.567;-11.7401;0.7428;-3.7145;-8.8938;1.8093;6.3387;-3.638;-0.3302;0.2159;0.4416;0.5617;0.0;-27.59;27.69;17.55;354.64;65.08;64.03;0.0;65.295;12.931872;77.683586;;NaN;;42.055;;0 / 0;133067;2018-08-09 08:54:23:136
0.0076;-3.6237;-0.7943;0.0679;-9.3685;-2.8977;-0.886;7.0839;3.6317;2.7672;-0.3723;1.3265;0.0;-29.6;-2.06;26.74;216.09;69.45;-166.91;0.0;58.392;12.931872;77.683586;;NaN;;42.055;;0 / 0;133567;2018-08-09 08:54:23:636
-0.9884;-7.5023;1.2527;-3.3268;-9.117;1.4079;2.5017;-0.1673;-2.1733;0.5685;0.693;1.0133;0.0;-26.33;25.05;19.4;355.89;69.08;58.82;0.0;65.109;12.931872;77.683586;;NaN;;42.055;;0 / 0;134067;2018-08-09 08:54:24:136
7.511;-31.0182;-19.4571;-0.058;-9.4477;-2.6283;-4.1384;6.9489;7.2563;2.2666;-1.0658;0.3838;0.0;-28.87;-2.48;26.23;223.32;64.59;-173.21;0.0;59.09;12.931872;77.683586;;NaN;;42.055;;0 / 0;134567;2018-08-09 08:54:24:636
-0.5287;-9.6188;0.3669;-3.7057;-8.8811;1.8882;6.1355;-3.422;-0.6146;0.0998;0.5556;-0.0242;0.0;-27.23;22.8;19.51;354.17;72.75;60.22;0.0;54.768;12.931872;77.683586;;NaN;;42.055;;0 / 0;135067;2018-08-09 08:54:25:136
-3.148;-1.9981;3.5895;-0.8075;-9.6008;-1.8285;5.4132;-12.4573;-13.6887;-0.9846;-1.2543;-0.4397;0.0;-27.02;5.07;28.94;248.6;78.24;156.17;0.0;58.103;12.931872;77.683586;;NaN;;42.055;;0 / 0;135567;2018-08-09 08:54:25:636
-1.2063;-8.0051;0.1131;-3.2649;-9.0959;1.666;2.2736;-0.4097;-2.2908;0.3246;0.7005;0.8631;0.0;-26.9;21.05;22.34;338.81;77.53;74.27;0.0;57.881;12.931872;77.683586;;NaN;;42.055;;0 / 0;136067;2018-08-09 08:54:26:136
-1.8719;-4.5838;-0.2484;0.5362;-8.9155;-4.0493;-3.4644;6.5573;6.4466;2.4146;-0.776;0.6522;0.0;-25.3;3.83;31.84;214.31;65.38;-172.46;0.0;59.534;12.931872;77.683586;;NaN;;42.055;;0 / 0;136567;2018-08-09 08:54:26:636
1.5327;-9.626;-0.9499;-2.3;-9.4542;1.2242;2.225;1.642;-1.2548;0.9936;0.8389;0.6618;0.0;-26.66;20.41;27.35;344.62;74.59;61.97;0.0;57.66;12.931872;77.683586;;NaN;;42.055;;0 / 0;137067;2018-08-09 08:54:27:136
-2.784;-2.0603;3.1777;0.9067;-8.9002;-4.0167;-3.4065;5.7624;6.5102;-0.812;-1.7699;-0.7337;0.0;-26.5;-2.36;30.41;211.03;65.17;-167.28;0.0;56.774;12.931872;77.683586;;NaN;;42.055;;0 / 0;137568;2018-08-09 08:54:27:637
0.7187;-9.4345;-0.2939;-2.9979;-9.1658;1.7807;-2.1565;2.2121;-1.8688;1.5177;1.1042;0.8621;0.0;-24.21;18.78;26.53;336.57;79.35;66.92;0.0;58.842;12.931872;77.683586;;NaN;;42.055;;0 / 0;138067;2018-08-09 08:54:28:136
6.5893;-14.7185;-3.5812;0.6371;-9.0199;-3.7955;-1.0175;-2.9478;3.0011;-1.9529;-1.4556;-2.2996;0.0;-27.87;-4.44;28.46;216.02;72.89;-170.81;0.0;59.18;12.931872;77.683586;;NaN;;42.055;;0 / 0;138568;2018-08-09 08:54:28:637
-0.4234;-7.4233;1.3317;-2.6645;-9.3109;1.5421;2.7159;1.4689;-1.6288;0.7209;0.8049;0.7662;0.0;-25.29;16.3;28.08;298.31;79.78;106.93;0.0;60.382;12.931872;77.683586;;NaN;;42.055;;0 / 0;139067;2018-08-09 08:54:29:136
-4.1559;-6.4321;0.477;0.9777;-8.7045;-4.4097;-4.5332;6.7402;8.1518;0.1893;-1.5068;-0.3651;0.0;-24.43;-7.81;31.23;205.43;62.58;-167.5;0.0;53.862;12.931872;77.683586;;NaN;;42.055;;0 / 0;139568;2018-08-09 08:54:29:637
-3.8159;-9.1017;6.2159;-2.1531;-9.5074;1.0695;3.4955;1.0525;-0.7147;1.1022;0.7335;0.8482;0.0;-20.65;18.71;31.71;231.61;79.16;166.41;0.0;66.044;12.931872;77.683586;;NaN;;42.055;;0 / 0;140067;2018-08-09 08:54:30:136
-0.1983;-12.7552;-4.1151;0.8211;-9.1519;-3.4263;-3.3089;4.4855;5.4669;-1.7697;-2.3707;-1.3494;0.0;-22.54;-6.33;33.29;201.58;68.94;-166.52;0.0;57.333;12.931872;77.683586;;NaN;;42.055;;0 / 0;140568;2018-08-09 08:54:30:637
-9.8302;-1.4642;6.6564;-1.805;-9.6373;0.1883;-1.3674;2.5996;-0.4755;1.9917;0.9966;0.4615;0.0;-16.69;14.73;33.39;306.23;79.34;84.05;0.0;65.609;12.931872;77.683586;;NaN;;42.055;;0 / 0;141067;2018-08-09 08:54:31:136
-1.6157;-2.1944;2.4762;0.2759;-8.8479;-4.2201;-9.6539;-7.4676;6.2205;-1.8102;0.2136;-2.436;0.0;-18.79;-5.66;27.83;228.9;74.38;164.23;0.0;58.432;12.931872;77.683586;;NaN;;42.055;;0 / 0;141568;2018-08-09 08:54:31:637
-8.1902;-7.5406;-0.7991;-2.7179;-9.2988;1.5216;4.237;-6.7278;2.4878;1.9129;0.0901;1.5492;0.0;-15.41;10.36;26.31;284.49;79.23;108.76;0.0;65.358;12.931872;77.683586;;NaN;;42.055;;0 / 0;142067;2018-08-09 08:54:32:136
-3.2341;-1.0141;2.8425;0.606;-8.9379;-3.9895;-0.2474;-3.9884;0.5517;-0.0365;-1.593;-0.3044;0.0;-21.36;-5.96;21.0;215.97;65.7;-171.36;0.0;59.232;12.931872;77.683586;;NaN;;42.055;;0 / 0;142567;2018-08-09 08:54:32:636
-2.9732;-9.8822;-2.3577;-2.4097;-9.4355;1.1558;3.1722;2.0019;3.2626;1.1672;1.1724;0.5425;0.0;-19.28;8.29;25.15;246.99;80.01;152.92;0.0;65.824;12.931872;77.683586;;NaN;;42.055;;0 / 0;143067;2018-08-09 08:54:33:136
-12.5189;-17.4263;-1.5485;0.305;-9.3154;-3.0496;-2.5733;5.0108;5.0454;-1.7154;-1.7326;-1.849;0.0;-22.61;-5.69;21.54;219.8;71.79;-174.29;0.0;57.439;12.931872;77.683586;;NaN;;42.055;;0 / 0;143567;2018-08-09 08:54:33:636
2.9644;-12.6211;-5.8174;-1.7685;-9.6393;-0.3546;0.4229;1.6423;-0.9135;2.0695;0.8102;0.4882;0.0;-17.43;8.3;23.8;217.87;76.72;-179.59;0.0;65.413;12.931872;77.683586;;NaN;;42.055;;0 / 0;144067;2018-08-09 08:54:34:136
-1.9317;-6.5854;0.5129;-0.6636;-9.4879;-2.3894;0.2131;-1.4831;4.3698;-2.0627;0.464;-1.9428;0.0;-24.62;-0.16;17.81;250.37;75.35;164.48;0.0;57.861;12.931872;77.683586;;NaN;;42.055;;0 / 0;144567;2018-08-09 08:54:34:636
-12.4542;2.0362;10.2501;-2.0212;-9.4929;1.4038;4.6104;-5.9483;0.1896;1.5315;0.1668;2.3683;0.0;-21.49;10.54;23.32;248.96;83.14;155.85;0.0;63.807;12.931872;77.683586;;NaN;;42.055;;0 / 0;145067;2018-08-09 08:54:35:136
1.3579;-11.9412;-6.0017;0.5143;-9.1527;-3.4833;-11.0913;-7.018;5.5478;-3.1471;0.6131;-1.9289;0.0;-34.27;5.95;16.86;239.74;68.96;-171.6;0.0;56.18;12.931872;77.683586;;NaN;;42.055;;0 / 0;145567;2018-08-09 08:54:35:636
3.575;-18.4534;-2.5349;-1.9607;-9.582;0.7145;-6.6828;7.5773;10.9106;1.8085;1.1095;0.7832;0.0;-28.63;12.51;24.95;236.12;79.5;176.54;0.0;64.582;12.931872;77.683586;;NaN;;42.055;;0 / 0;146068;2018-08-09 08:54:36:137
2.9046;-14.096;-4.8022;-0.3758;-9.4638;-2.5429;-0.1574;-4.0203;-5.0765;-1.9615;-0.4319;-2.2858;0.0;-38.33;4.62;15.09;259.12;74.8;171.59;0.0;53.797;12.931872;77.683586;;NaN;;42.055;;0 / 0;146567;2018-08-09 08:54:36:636
-6.8111;-3.2909;10.3914;-1.6066;-9.6637;-0.4493;4.267;-4.6973;0.2696;1.8309;0.4821;0.5031;0.0;-34.16;4.8;22.74;235.86;76.56;-177.82;0.0;61.343;12.931872;77.683586;;NaN;;42.055;;0 / 0;147068;2018-08-09 08:54:37:137
5.5717;-15.5636;-4.1653;-1.066;-9.6528;-1.3628;1.5986;-2.2387;1.8135;-1.9231;1.0158;-1.4165;0.0;-42.54;0.17;4.27;302.31;79.84;141.97;0.0;52.323;12.931872;77.683586;;NaN;;42.055;;0 / 0;147567;2018-08-09 08:54:37:636
-0.3084;-9.2477;-8.0559;-1.1868;-9.6989;-0.8327;2.955;-3.8814;1.0754;1.6913;-0.7046;2.0477;0.0;-38.41;-3.64;15.07;251.33;77.39;176.37;0.0;63.409;12.931872;77.683586;;NaN;;42.055;;0 / 0;148068;2018-08-09 08:54:38:137
3.7665;-13.404;-2.5253;-1.0925;-9.682;-1.1117;-8.6791;-5.989;4.8367;-3.2994;0.4693;-2.5926;0.0;-45.83;-4.3;-0.57;314.81;80.85;135.5;0.0;54.94;12.931872;77.683586;;NaN;;42.055;;0 / 0;148567;2018-08-09 08:54:38:636
2.6676;-24.2737;-12.3176;-0.2812;-9.4694;-2.5339;-0.7255;-8.3156;-1.0525;-0.3849;0.2488;-0.1744;0.0;-41.49;-9.12;14.34;254.9;74.93;173.67;0.0;64.105;12.931872;77.683586;;NaN;;42.055;;0 / 0;149068;2018-08-09 08:54:39:137
-13.0504;-18.9011;6.9198;-3.6632;-9.0355;1.0536;6.4035;-4.0111;-3.842;-0.8046;0.1305;-0.4067;0.0;-43.67;-1.83;12.05;0.87;67.13;73.95;0.0;55.843;12.931872;77.683586;;NaN;;42.055;;0 / 0;149567;2018-08-09 08:54:39:636
7.4655;-25.399;-15.9328;-1.021;-9.6124;-1.6519;-4.5216;2.907;3.6985;1.9246;-0.351;2.2799;0.0;-31.56;-15.59;30.13;230.88;72.45;172.28;0.0;63.453;12.931872;77.683586;;NaN;;42.055;;0 / 0;150067;2018-08-09 08:54:40:136
-1.6181;-10.4209;0.2663;-1.6722;-9.6448;-0.5936;1.0622;-4.4389;-4.3497;-3.2771;0.2744;-3.3521;0.0;-41.97;0.63;27.06;307.43;79.58;109.54;0.0;57.258;12.931872;77.683586;;NaN;;42.055;;0 / 0;150567;2018-08-09 08:54:40:636
-1.1416;-2.125;0.8146;0.2526;-9.5459;-2.2321;-2.971;-7.7628;-2.8244;0.3992;2.0225;0.0088;0.0;-18.49;-15.94;38.98;201.0;72.2;-177.65;0.0;66.161;12.931872;77.683586;;NaN;;42.055;;0 / 0;151067;2018-08-09 08:54:41:136
5.2796;-15.1135;-4.1055;-3.6337;-8.9769;1.5434;3.01;-6.3279;-6.4806;-0.6789;0.5929;-0.4993;0.0;-29.21;10.75;31.48;336.71;66.26;66.99;0.0;57.058;12.931872;77.683586;;NaN;;42.055;;0 / 0;151567;2018-08-09 08:54:41:636
-16.6465;-13.7871;10.1687;-0.1553;-9.5541;-2.2057;-4.5414;-9.5963;-2.4236;-0.0142;-0.6194;-1.0884;0.0;-21.4;-7.05;36.49;205.83;65.03;-175.24;0.0;65.604;12.931872;77.683586;;NaN;;42.055;;0 / 0;152068;2018-08-09 08:54:42:137
0.0387;-10.6723;0.2065;-3.9235;-8.6948;2.2753;6.0851;-3.8184;-0.756;0.3949;0.3564;0.3071;0.0;-34.59;14.89;24.95;354.82;62.45;59.89;0.0;60.85;12.931872;77.683586;;NaN;;42.055;;0 / 0;152567;2018-08-09 08:54:42:636
-3.8806;-1.3085;3.9869;-0.5262;-9.5597;-2.1225;8.3964;-16.0634;-16.6737;-0.4307;-0.8229;0.0514;0.0;-29.33;-1.03;34.14;234.84;77.12;166.08;0.0;65.159;12.931872;77.683586;;NaN;;42.055;;0 / 0;153068;2018-08-09 08:54:43:137
1.4274;-13.7153;-0.2484;-1.3933;-9.673;-0.8138;4.3065;-2.0308;-2.8513;-3.3719;0.6621;-3.0986;0.0;-37.19;18.52;21.78;302.18;80.53;120.29;0.0;63.129;12.931872;77.683586;;NaN;;42.055;;0 / 0;153567;2018-08-09 08:54:43:636
11.2556;-34.8489;-23.9103;-0.3444;-9.5544;-2.1829;5.3906;-10.3137;-10.4839;-0.5106;0.7303;-0.2213;0.0;-27.44;-1.82;34.19;232.31;76.44;166.43;0.0;63.775;12.931872;77.683586;;NaN;;42.055;;0 / 0;154068;2018-08-09 08:54:44:137
-1.3284;-8.9819;-1.175;-2.8026;-9.3821;0.5408;3.9109;-3.9188;-5.5313;-2.0691;0.612;-2.0056;0.0;-34.53;18.81;25.39;337.35;73.08;79.08;0.0;54.391;12.931872;77.683586;;NaN;;42.055;;0 / 0;154567;2018-08-09 08:54:44:636
-3.2844;-1.3516;3.8696;-0.2766;-9.5826;-2.0658;-5.3221;-6.9781;-1.0869;0.9595;0.84;0.1547;0.0;-24.2;-0.07;37.19;209.77;69.33;-175.19;0.0;58.411;12.931872;77.683586;;NaN;;42.055;;0 / 0;155067;2018-08-09 08:54:45:136
5.1599;-15.0369;-3.799;-3.9366;-8.7943;1.8258;6.8068;-5.0186;-3.3002;-0.0419;0.5204;0.0045;0.0;-31.44;19.57;26.15;346.49;63.74;65.12;0.0;54.204;12.931872;77.683586;;NaN;;42.055;;0 / 0;155567;2018-08-09 08:54:45:636
1.1544;-12.9396;-11.063;-0.5415;-9.5438;-2.1895;1.3844;-2.6231;-4.2231;-1.0219;-1.3161;-0.8637;0.0;-23.74;1.69;36.62;211.07;65.8;-175.26;0.0;57.584;12.931872;77.683586;;NaN;;42.055;;0 / 0;156067;2018-08-09 08:54:46:136
-1.0985;-9.3028;-0.2245;-3.9101;-8.7641;2.0181;6.0327;-3.0318;-1.2881;0.1605;0.775;0.6256;0.0;-30.04;21.99;25.76;348.1;63.34;62.7;0.0;57.437;12.931872;77.683586;;NaN;;42.055;;0 / 0;156567;2018-08-09 08:54:46:636
-4.448;0.2812;0.8984;-0.233;-9.6784;-1.5638;4.5829;-12.3682;-14.8723;-0.0291;0.3649;-0.1862;0.0;-21.6;1.49;36.53;240.79;79.43;150.58;0.0;61.795;12.931872;77.683586;;NaN;;42.055;;0 / 0;157067;2018-08-09 08:54:47:136
1.9062;-11.6299;3.544;-2.5852;-9.4261;0.7972;4.0075;-1.8472;-2.8773;-2.3226;0.6685;-2.3987;0.0;-29.96;20.73;25.34;339.58;73.99;72.86;0.0;56.484;12.931872;77.683586;;NaN;;42.055;;0 / 0;157567;2018-08-09 08:54:47:636
-3.713;-1.8472;2.8185;-0.0338;-9.4444;-2.6406;-0.5758;1.9272;5.0131;-0.0919;1.4312;0.2772;0.0;-23.36;-0.08;34.74;208.73;70.73;-174.05;0.0;57.455;12.931872;77.683586;;NaN;;42.055;;0 / 0;158067;2018-08-09 08:54:48:136
4.4057;-14.1055;-3.6434;-3.5453;-9.0101;1.5557;7.6883;-4.3892;-3.9659;-0.2134;0.644;0.0887;0.0;-19.85;23.0;24.11;338.15;66.75;66.31;0.0;55.295;12.931872;77.683586;;NaN;;42.055;;0 / 0;158567;2018-08-09 08:54:48:636
-1.314;-3.5112;-0.2197;0.2814;-9.5542;-2.1927;-6.8715;-2.3581;0.2393;-0.5223;-1.1467;-0.2916;0.0;-18.4;-1.64;32.38;193.09;63.47;-162.71;0.0;56.646;12.931872;77.683586;;NaN;;42.055;;0 / 0;159067;2018-08-09 08:54:49:136
-0.306;-9.4488;0.6398;-3.3259;-8.9638;2.1814;4.5489;-2.7783;-1.4983;0.315;0.9487;0.6969;0.0;-26.32;22.99;16.79;0.07;66.07;56.74;0.0;58.437;12.931872;77.683586;;NaN;;42.055;;0 / 0;159567;2018-08-09 08:54:49:636
-2.8415;-1.706;2.6509;-0.2378;-9.457;-2.5842;-1.3723;6.1828;3.6123;2.7758;-0.6929;0.9931;0.0;-21.89;-2.78;25.99;225.56;74.66;174.74;0.0;57.157;12.931872;77.683586;;NaN;;42.055;;0 / 0;160067;2018-08-09 08:54:50:136
2.7585;-12.0202;1.8297;-3.0088;-9.1705;1.7379;2.4241;-0.964;-2.8149;0.9723;0.1167;0.9995;0.0;-16.37;19.17;25.85;335.5;69.25;59.99;0.0;57.124;12.931872;77.683586;;NaN;;42.055;;0 / 0;160567;2018-08-09 08:54:50:636
0.1608;-9.784;-6.4303;0.1296;-9.5786;-2.0985;-3.8704;7.0786;6.2669;-0.8792;-1.1456;-1.1864;0.0;-17.66;-13.26;28.8;222.26;75.4;166.75;0.0;62.932;12.931872;77.683586;;NaN;;42.055;;0 / 0;161067;2018-08-09 08:54:51:136
0.2686;-7.7753;-0.7297;-3.2834;-9.0246;1.9866;3.8133;-1.7398;-0.9841;0.3342;0.7175;0.5159;0.0;-16.59;21.03;25.24;341.36;74.81;55.6;0.0;62.104;12.931872;77.683586;;NaN;;42.055;;0 / 0;161568;2018-08-09 08:54:51:637
-2.1017;-4.1648;0.9535;-0.2321;-9.5457;-2.235;2.5459;0.734;-3.6347;2.6117;-0.6631;1.2892;0.0;-21.1;-11.69;26.47;202.82;65.06;-165.37;0.0;63.748;12.931872;77.683586;;NaN;;42.055;;0 / 0;162067;2018-08-09 08:54:52:136
-1.6851;-9.2932;-0.325;-2.9696;-9.1602;1.8555;4.2998;-1.3867;-1.0215;0.6069;0.5737;1.0112;0.0;-18.35;19.29;26.46;327.2;79.64;70.44;0.0;64.002;12.931872;77.683586;;NaN;;42.055;;0 / 0;162568;2018-08-09 08:54:52:637
-3.6292;-2.9174;3.6709;0.8586;-8.9288;-3.9635;-3.9224;7.6031;5.8903;1.4186;-0.9368;0.1686;0.0;-20.84;-11.42;27.59;205.8;71.38;-170.27;0.0;62.953;12.931872;77.683586;;NaN;;42.055;;0 / 0;163067;2018-08-09 08:54:53:136
-0.9261;-9.2549;-0.5453;-2.1421;-9.4253;1.6566;1.3666;1.8637;-0.473;1.1193;0.7729;0.6863;0.0;-17.66;19.01;26.8;343.45;73.97;52.28;0.0;65.639;12.931872;77.683586;;NaN;;42.055;;0 / 0;163567;2018-08-09 08:54:53:636
-2.9923;-1.2152;2.9335;1.3391;-8.5636;-4.5872;-3.2387;5.3504;7.2087;-1.2403;-1.9808;-0.9276;0.0;-22.95;-9.04;25.77;232.46;79.18;167.3;0.0;62.916;12.931872;77.683586;;NaN;;42.055;;0 / 0;164067;2018-08-09 08:54:54:136
-1.1512;-7.7849;1.959;-3.2612;-9.0543;1.8853;0.9117;0.4224;-2.5526;0.3917;0.8752;1.0442;0.0;-22.38;18.46;24.25;342.42;77.46;61.77;0.0;65.345;12.931872;77.683586;;NaN;;42.055;;0 / 0;164567;2018-08-09 08:54:54:636
-2.8176;-5.9102;0.4603;0.3053;-9.1548;-3.5025;-3.722;4.8192;5.6458;2.0599;-1.5632;0.5116;0.0;-28.88;-2.54;21.04;335.25;76.42;77.75;0.0;62.131;12.931872;77.683586;;NaN;;42.055;;0 / 0;165067;2018-08-09 08:54:55:136
2.0379;-9.8056;0.0389;-2.5831;-9.3445;1.4759;1.478;-0.3098;-1.7207;1.0287;0.5258;0.7097;0.0;-19.59;14.11;28.36;297.04;80.36;101.69;0.0;65.139;12.931872;77.683586;;NaN;;42.055;;0 / 0;165567;2018-08-09 08:54:55:636
-12.9474;-17.3425;6.7738;0.8645;-8.6643;-4.5115;-4.0373;5.8445;7.4885;-1.0816;-2.0905;-1.065;0.0;-23.05;-0.68;26.79;243.33;76.79;157.38;0.0;62.54;12.931872;77.683586;;NaN;;42.055;;0 / 0;166067;2018-08-09 08:54:56:136
-1.5223;-7.4856;-0.3203;-2.1358;-9.5276;0.9128;3.8417;0.103;-1.6112;1.7797;0.9401;0.8961;0.0;-12.49;12.72;31.96;316.48;76.3;66.86;0.0;65.41;12.931872;77.683586;;NaN;;42.055;;0 / 0;166567;2018-08-09 08:54:56:636
-0.6987;-11.9029;-1.4599;0.3846;-9.2745;-3.1633;-3.645;5.2075;6.2349;-2.0083;-0.0154;-2.3976;0.0;-18.2;5.31;28.27;318.35;73.68;74.86;0.0;63.957;12.931872;77.683586;;NaN;;42.055;;0 / 0;167067;2018-08-09 08:54:57:136
-10.637;0.1017;9.2182;-1.8891;-9.6192;-0.2689;4.6304;-2.7631;0.6899;1.359;-0.2572;1.579;0.0;-5.01;6.71;31.66;273.17;78.78;98.1;0.0;62.134;12.931872;77.683586;;NaN;;42.055;;0 / 0;167567;2018-08-09 08:54:57:636
2.2151;-12.7408;-0.7632;0.9797;-8.8826;-4.0385;1.2359;-2.2171;2.1318;-1.2254;-1.9659;-1.2472;0.0;-15.52;5.42;23.86;331.18;65.24;62.28;0.0;57.961;12.931872;77.683586;;NaN;;42.055;;0 / 0;168068;2018-08-09 08:54:58:137
-0.1815;-17.9578;3.113;-1.8916;-9.4781;1.6609;3.335;-4.9087;-0.9956;1.7702;1.1958;0.7385;0.0;-14.6;4.26;25.91;216.26;83.12;174.46;0.0;62.94;12.931872;77.683586;;NaN;;42.055;;0 / 0;168567;2018-08-09 08:54:58:636
4.7888;-15.0872;-4.8453;0.9311;-9.1741;-3.3377;-10.3431;-7.9762;4.1488;-2.1266;0.1838;-2.3753;0.0;-26.71;12.39;16.26;350.04;74.8;69.97;0.0;59.097;12.931872;77.683586;;NaN;;42.055;;0 / 0;169068;2018-08-09 08:54:59:137
-6.4065;-6.5925;4.8656;-1.5313;-9.6788;-0.3812;0.4481;4.2801;8.0386;1.6466;0.4416;0.7704;0.0;-24.55;3.59;23.67;232.1;77.72;175.84;0.0;62.164;12.931872;77.683586;;NaN;;42.055;;0 / 0;169567;2018-08-09 08:54:59:636
3.9532;-11.4911;-5.5181;-0.4289;-9.4983;-2.4019;-3.7076;0.4558;3.6684;-1.8283;0.7346;-1.4283;0.0;-30.08;14.56;16.72;353.88;69.36;67.13;0.0;59.289;12.931872;77.683586;;NaN;;42.055;;0 / 0;170068;2018-08-09 08:55:00:137
0.1848;-6.2406;-2.4104;-0.534;-9.6711;-1.5346;2.2636;-1.5937;1.204;0.3661;0.2488;0.1611;0.0;-20.86;3.25;28.68;236.13;80.46;160.81;0.0;60.564;12.931872;77.683586;;NaN;;42.055;;0 / 0;170567;2018-08-09 08:55:00:636
1.7362;-13.0282;-5.6713;-3.0575;-9.2278;1.2923;5.254;-3.8016;-2.6693;-0.4126;0.3958;-0.1233;0.0;-23.22;21.61;21.0;346.03;72.32;63.91;0.0;60.673;12.931872;77.683586;;NaN;;42.055;;0 / 0;171068;2018-08-09 08:55:01:137
-3.8112;2.4432;1.1163;0.1777;-9.2857;-3.1488;-2.2826;8.7501;4.2397;-1.1093;-0.7504;-1.0362;0.0;-26.09;-0.8;26.96;221.9;71.24;-176.77;0.0;61.129;12.931872;77.683586;;NaN;;42.055;;0 / 0;171567;2018-08-09 08:55:01:636
1.2861;-10.9811;-0.5094;-1.5987;-9.6513;-0.6834;4.1901;-2.0294;-2.3209;-3.5402;0.5151;-2.7961;0.0;-24.82;21.52;18.75;353.5;68.95;60.47;0.0;60.996;12.931872;77.683586;;NaN;;42.055;;0 / 0;172067;2018-08-09 08:55:02:136
-9.009;-19.3321;3.295;0.126;-9.5192;-2.3534;1.8792;-0.6689;-3.4931;1.4559;0.9764;0.5212;0.0;-13.49;-5.13;30.58;193.96;68.42;-171.02;0.0;59.965;12.931872;77.683586;;NaN;;42.055;;0 / 0;172567;2018-08-09 08:55:02:636
-0.1576;-9.9971;0.5201;-3.0283;-9.2211;1.4038;2.5264;-0.4691;-1.1707;-0.0184;0.6451;0.0461;0.0;-15.15;17.32;26.76;329.53;74.66;62.9;0.0;59.732;12.931872;77.683586;;NaN;;42.055;;0 / 0;173067;2018-08-09 08:55:03:136
-4.0578;-1.7754;3.884;-0.5122;-9.3646;-2.8658;-1.8682;6.7637;7.761;-0.272;-1.397;0.8802;0.0;-3.47;-8.56;34.81;170.24;57.46;-165.51;0.0;58.425;12.931872;77.683586;;NaN;;42.055;;0 / 0;173567;2018-08-09 08:55:03:636
1.1664;-9.0538;-0.7009;-3.4993;-9.0382;1.4955;4.0912;-3.0844;-1.671;0.479;0.7079;0.9963;0.0;-6.31;10.42;33.73;296.12;76.95;76.73;0.0;53.893;12.931872;77.683586;;NaN;;42.055;;0 / 0;174067;2018-08-09 08:55:04:136
