sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
4.4105;-7.0977;5.2917;-1.6899;-9.5766;-1.2661;6.8358;4.2888;8.2367;1.3096;-1.4644;-2.1468;0.0;21.87;-2.27;25.07;191.34;75.44;127.5;0.0;68.552;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;285026;2018-08-03 08:50:07:675
-7.2468;-14.7496;-11.2258;1.0591;-9.5634;1.8949;-9.0042;-5.8019;-15.6661;-1.4089;0.1654;0.8668;0.0;26.67;18.59;11.15;328.22;76.15;-32.54;0.0;66.476;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;285409;2018-08-03 08:50:08:058
1.5806;-15.4056;-1.5245;-1.9823;-9.098;-3.0768;1.0533;-9.8974;-5.8323;-0.545;-2.9494;0.053;0.0;20.34;-9.08;28.43;176.18;68.19;148.38;0.0;68.917;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;285908;2018-08-03 08:50:08:557
-8.8701;-12.8677;-2.2428;0.2811;-9.7896;0.5045;-9.9822;-3.0146;-0.8534;-2.6436;0.9239;2.8354;0.0;29.07;13.73;9.22;329.71;79.59;-37.69;0.0;70.75;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;286409;2018-08-03 08:50:09:058
7.2453;-3.662;9.575;-2.1016;-9.2257;-2.5769;8.6318;4.4265;12.5183;0.2092;-2.1675;-0.3284;0.0;18.1;-7.57;25.25;182.25;70.16;141.93;0.0;68.782;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;286909;2018-08-03 08:50:09:558
2.148;-18.2164;3.8169;-0.7192;-9.7509;-0.7565;4.2316;-6.4525;9.1495;-2.2302;1.6696;2.3167;0.0;30.59;4.42;14.29;319.73;89.12;-25.42;0.0;68.426;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;287409;2018-08-03 08:50:10:058
5.4185;-6.3196;0.5488;-1.5832;-9.5844;-1.3425;6.0401;5.0324;2.1596;1.6899;-2.5553;-1.5705;0.0;23.51;-6.61;23.93;182.52;76.39;132.43;0.0;69.118;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;287909;2018-08-03 08:50:10:558
2.1839;-13.1503;0.3142;-1.3909;-9.5474;-1.7557;5.024;-3.3131;7.3321;-1.2853;1.3575;0.8104;0.0;27.7;-2.63;18.68;176.35;80.18;126.34;0.0;68.636;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;288409;2018-08-03 08:50:11:058
-4.2589;-6.9493;-10.1796;0.2645;-9.7985;-0.3009;-4.74;2.9442;-9.903;2.1331;-0.4567;-0.5819;0.0;21.39;5.49;29.03;125.93;86.57;-162.28;0.0;69.297;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;288908;2018-08-03 08:50:11:557
-0.3875;-16.72;-7.6609;0.1685;-9.7993;0.3413;-2.3953;-5.8796;-9.4315;-3.0292;1.0741;3.1966;0.0;27.65;12.86;9.72;333.06;77.61;-43.41;0.0;72.879;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;289252;2018-08-03 08:50:11:901
5.713;-3.9086;8.4713;-1.9341;-9.3945;-2.0428;7.3915;5.278;11.0735;1.2255;-2.5254;-1.4906;0.0;19.65;-7.01;26.58;184.34;71.52;139.07;0.0;68.13;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;289753;2018-08-03 08:50:12:402
5.8686;-19.3584;4.8369;-0.8824;-9.751;-0.5564;6.0017;-8.3848;6.917;-2.5072;2.6166;2.3199;0.0;27.08;0.39;18.48;196.03;86.93;105.41;0.0;65.648;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;290253;2018-08-03 08:50:12:902
5.6388;-10.8734;3.8169;-1.0843;-9.6654;-1.2549;5.4912;-4.3854;5.6689;1.12;-2.0876;-2.6496;0.0;21.2;-2.55;25.33;191.96;74.62;134.97;0.0;65.461;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;290753;2018-08-03 08:50:13:402
0.9126;-13.3226;4.0132;-1.4116;-9.5577;-1.6814;2.6793;-3.5605;6.044;-1.3524;-0.3629;0.3576;0.0;26.1;-1.9;20.88;170.7;77.72;138.13;0.0;67.74;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;291252;2018-08-03 08:50:13:901
-2.3531;-5.7977;0.7691;-0.0108;-9.7787;-0.7401;-3.8983;2.0417;7.8668;3.2143;3.8981;-0.5936;0.0;18.6;1.69;27.05;145.48;85.67;179.17;0.0;70.106;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;291753;2018-08-03 08:50:14:402
-2.322;-6.4273;3.5727;-1.8333;-9.3219;-2.4314;-0.6568;0.2284;11.5501;-1.4249;1.6834;2.2708;0.0;25.12;-6.42;18.26;161.62;73.99;144.44;0.0;70.527;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;292253;2018-08-03 08:50:14:902
-8.918;-7.1432;-4.4598;0.4725;-9.7822;0.5053;-8.0485;3.3267;-7.5598;1.4854;-3.4341;-0.0525;0.0;19.36;4.62;25.33;5.79;85.96;-43.08;0.0;72.725;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;292753;2018-08-03 08:50:15:402
1.1832;-3.7243;3.9438;-2.1338;-8.9689;-3.3432;4.2419;6.5267;6.9886;-1.2257;2.5847;1.6317;0.0;25.27;-6.72;20.87;163.2;67.71;146.99;0.0;65.946;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;293253;2018-08-03 08:50:15:902
-1.0051;-8.8215;3.125;0.5494;-9.7444;0.9565;-1.9278;1.0492;2.5054;1.3469;-2.0173;0.7912;0.0;19.87;10.4;24.64;11.53;84.33;-45.51;0.0;73.36;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;293753;2018-08-03 08:50:16:402
7.4847;0.8031;5.7155;-2.3958;-8.7495;-3.7252;9.9062;9.7876;9.4349;0.2998;2.4717;0.4088;0.0;17.77;-12.12;24.19;173.21;63.47;146.06;0.0;66.723;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;294253;2018-08-03 08:50:16:902
3.0506;-10.0163;4.0085;0.9057;-9.5608;1.9854;1.749;-0.3982;2.2399;0.4596;-1.6114;-1.4043;0.0;26.34;12.83;16.35;328.35;77.14;-24.52;0.0;71.655;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;294753;2018-08-03 08:50:17:402
0.5583;-0.2407;0.6063;-1.6334;-9.0996;-3.2711;2.5041;8.7108;2.6898;3.0247;1.7079;-0.4658;0.0;13.19;-11.06;28.82;180.69;64.08;153.49;0.0;67.133;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;295254;2018-08-03 08:50:17:903
-7.3642;-13.2029;-4.4694;1.4395;-9.4876;2.0209;-8.1638;-3.4116;-6.3158;-0.0763;-1.9267;-0.5958;0.0;23.81;15.45;13.58;338.01;75.34;-35.46;0.0;71.838;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;295753;2018-08-03 08:50:18:402
-11.7623;-21.7933;-11.415;-2.1045;-9.1357;-2.8777;-7.8814;-24.624;-1.2769;0.3626;0.9005;0.1712;0.0;17.21;-9.23;28.64;186.02;68.62;148.91;0.0;67.402;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;296253;2018-08-03 08:50:18:902
-9.1526;-10.9165;2.5695;1.6835;-9.4911;1.804;-11.1352;-1.5481;-1.2891;-0.4342;-1.2119;-0.1633;0.0;24.72;16.2;14.14;344.0;75.43;-43.02;0.0;68.71;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;296753;2018-08-03 08:50:19:402
2.7538;-10.3873;-7.0336;-1.672;-9.2751;-2.7104;-0.2569;-3.1441;-6.9533;-1.1522;2.297;0.8104;0.0;8.53;-4.99;29.41;193.51;71.86;146.35;0.0;66.848;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;297253;2018-08-03 08:50:19:902
-7.4384;-14.9603;-5.5755;1.4965;-9.5423;1.6955;-9.9465;-5.3364;-5.8929;-0.3362;0.0089;0.5089;0.0;23.37;15.8;14.84;346.04;76.67;-41.43;0.0;69.537;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;297753;2018-08-03 08:50:20:402
1.0491;-7.5095;-4.3114;-1.6769;-9.3026;-2.6115;-3.7811;-3.2777;-7.8863;-1.2992;2.7061;0.8594;0.0;9.44;-4.87;31.15;194.01;72.21;144.83;0.0;66.235;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;298209;2018-08-03 08:50:20:858
-8.4032;-16.7464;-6.131;1.4748;-9.5474;1.6858;-9.4282;-5.6047;-6.7156;-0.5215;0.0056;0.6815;0.0;23.42;15.81;15.93;345.55;75.73;-43.56;0.0;68.869;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;298709;2018-08-03 08:50:21:358
1.4106;-9.1472;-5.8317;0.4792;-9.676;1.5219;0.4758;0.7661;-7.1295;1.3746;-3.2359;-0.06;0.0;18.93;13.27;23.01;345.86;83.49;-19.53;0.0;69.767;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;299490;2018-08-03 08:50:22:139
4.5255;1.4041;3.137;-2.2889;-8.7663;-3.7528;8.1947;10.4781;7.2564;1.0582;1.6728;-0.2655;0.0;10.28;-9.75;28.47;191.2;63.37;148.62;0.0;66.591;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;299991;2018-08-03 08:50:22:640
-1.2398;-9.9133;3.8504;1.079;-9.555;1.9256;-2.1845;-0.2104;1.944;0.5341;-1.0916;-1.2765;0.0;19.23;15.65;20.84;341.81;77.79;-23.7;0.0;69.797;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;300490;2018-08-03 08:50:23:139
0.3404;-4.0643;-9.1333;-1.7545;-9.1138;-3.167;2.1935;5.415;-4.7079;2.9406;0.7971;-0.2922;0.0;7.03;-10.18;31.6;195.94;68.33;151.01;0.0;66.833;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;300991;2018-08-03 08:50:23:640
-6.7297;-12.3578;-6.0807;1.543;-9.456;2.0915;-8.0261;-2.8169;-9.0586;-0.1413;-2.0684;-0.5361;0.0;19.39;16.56;17.67;348.04;75.26;-31.71;0.0;68.594;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;301490;2018-08-03 08:50:24:139
-2.978;-14.0553;-13.5841;-1.6279;-9.2039;-2.9678;-10.8509;-22.9355;-8.5219;-0.3958;2.9969;0.5366;0.0;6.29;-5.75;30.44;199.2;70.58;149.27;0.0;66.717;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;301991;2018-08-03 08:50:24:640
-8.9802;-14.6442;-2.2093;1.6203;-9.528;1.662;-10.6041;-5.1544;-4.2275;0.1389;-0.2426;0.2415;0.0;20.09;15.9;18.25;356.64;76.31;-44.27;0.0;72.079;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;302490;2018-08-03 08:50:25:139
3.5726;-2.3189;-3.2124;-2.0385;-9.0498;-3.1806;9.8632;9.822;5.9788;-0.8901;1.1817;1.0149;0.0;-3.73;-6.93;32.73;217.89;69.72;145.08;0.0;65.098;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;302990;2018-08-03 08:50:25:639
-9.2675;-16.5261;-9.7151;1.1631;-9.5713;1.791;-10.0371;-6.1233;-9.8715;-1.6369;0.6693;1.1491;0.0;14.53;15.26;19.17;355.24;77.42;-33.0;0.0;66.774;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;303490;2018-08-03 08:50:26:139
2.8304;-25.0949;-3.6937;-1.9215;-9.191;-2.829;6.5141;-11.0649;4.4695;1.0423;-3.8911;-0.762;0.0;-3.19;-5.86;32.54;219.72;66.59;149.39;0.0;66.516;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;303991;2018-08-03 08:50:26:640
-7.91;-12.8917;-3.8349;0.4873;-9.7614;0.8053;-8.7223;-3.161;-4.2212;-2.4294;1.3766;2.698;0.0;13.71;14.53;20.94;357.61;84.49;-31.18;0.0;67.53;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;304491;2018-08-03 08:50:27:140
8.5741;1.7225;12.1296;-2.4281;-9.1726;-2.4775;10.8187;10.4984;15.1464;0.0164;-2.6362;0.2937;0.0;0.18;-6.3;29.15;224.95;69.57;140.81;0.0;65.443;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;304990;2018-08-03 08:50:27:639
1.4681;-15.2308;4.3628;-0.2987;-9.802;0.0457;0.2465;-4.8783;0.1968;-3.01;1.7964;2.7832;0.0;14.24;11.29;21.71;246.92;88.23;81.3;0.0;66.072;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;305491;2018-08-03 08:50:28:140
8.7105;-4.737;9.3667;-2.1471;-9.3695;-1.9422;11.5366;6.5649;10.9219;1.1893;-3.6578;-2.1873;0.0;3.56;-3.02;29.24;224.52;70.87;134.3;0.0;68.936;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;305990;2018-08-03 08:50:28:639
11.5141;-20.2826;-0.4663;-1.581;-9.5806;-1.3721;13.3205;-10.5834;0.9223;-2.5317;-1.1651;-0.0557;0.0;12.63;1.51;25.88;203.3;77.67;130.95;0.0;66.735;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;306491;2018-08-03 08:50:29:140
-0.4305;-19.4231;3.9725;-0.2317;-9.712;-1.339;0.4265;-8.8086;5.3555;0.908;0.0227;-2.0552;0.0;0.64;-0.04;28.97;198.87;79.81;159.17;0.0;65.605;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;306991;2018-08-03 08:50:29:640
0.4074;-12.9037;2.4019;-1.7329;-9.3729;-2.3056;1.2042;-2.8489;5.1144;-1.4952;0.7939;1.7776;0.0;12.68;-3.07;23.75;187.53;74.67;144.07;0.0;67.841;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;307490;2018-08-03 08:50:30:139
-3.2557;-5.7211;-5.7599;0.2972;-9.7935;-0.411;-3.613;4.0474;-4.4839;3.5371;2.1703;-0.4275;0.0;1.84;7.14;29.52;163.51;83.45;-177.84;0.0;64.279;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;307990;2018-08-03 08:50:30:639
-6.7321;-5.8575;4.8129;-2.1277;-9.1883;-2.6867;-0.4624;2.0965;6.3066;-1.6379;2.0563;2.2858;0.0;9.43;-4.93;25.04;198.47;69.54;141.62;0.0;65.903;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;308491;2018-08-03 08:50:31:140
-3.057;-5.6085;-4.3425;0.3706;-9.7988;0.1267;-2.9271;4.5999;-3.9832;3.8151;-0.7464;-1.0027;0.0;-0.98;7.43;28.53;142.72;86.86;-151.3;0.0;69.824;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;308990;2018-08-03 08:50:31:639
2.5311;-2.3213;5.3779;-2.3408;-8.8134;-3.6076;4.0498;6.3991;8.7442;-1.1873;2.41;1.3643;0.0;5.98;-8.36;25.87;199.3;63.99;147.02;0.0;65.033;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;309491;2018-08-03 08:50:32:140
-3.203;-8.8239;-0.4495;-0.0074;-9.7659;0.8928;-3.3727;1.159;-1.045;2.2258;-3.8506;0.3086;0.0;3.66;11.56;24.08;1.82;87.46;-3.97;0.0;71.498;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;309990;2018-08-03 08:50:32:639
4.377;-1.6629;4.6716;-2.5992;-8.7026;-3.6986;6.7808;7.1733;8.3862;-0.8166;2.5175;1.2631;0.0;5.95;-8.36;25.25;201.95;63.65;143.65;0.0;63.511;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;310490;2018-08-03 08:50:33:139
0.3021;-9.3602;-11.0152;0.2912;-9.6687;1.613;-2.1504;0.0581;-8.2369;2.4782;-4.3364;-0.1686;0.0;1.37;13.41;24.34;11.11;84.94;-9.24;0.0;70.454;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;310990;2018-08-03 08:50:33:639
7.5374;0.602;4.2479;-2.3945;-8.8792;-3.4054;9.8907;9.4548;7.7247;0.0771;1.9487;0.3353;0.0;-0.12;-4.1;26.56;215.6;64.88;144.89;0.0;62.893;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;311490;2018-08-03 08:50:34:139
2.8423;-10.6579;-6.6721;0.5489;-9.6679;1.5493;1.263;-0.8802;-4.1739;1.6303;-0.74;-0.1761;0.0;10.38;15.42;20.44;6.26;84.41;-22.6;0.0;73.542;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;311991;2018-08-03 08:50:34:640
6.6946;1.1288;4.6597;-2.6001;-8.7635;-3.5512;9.7945;9.9927;8.0191;1.1733;1.8113;-0.0706;0.0;-0.28;-7.71;26.53;214.67;63.33;143.79;0.0;63.246;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;312491;2018-08-03 08:50:35:140
8.5645;-8.6492;-1.4264;0.4593;-9.6699;1.5663;6.8693;1.4463;-1.841;1.5248;-1.0117;-0.4466;0.0;6.39;13.75;22.03;7.25;83.64;-14.72;0.0;70.73;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;312990;2018-08-03 08:50:35:639
3.7569;1.2437;2.9909;-2.0718;-8.7655;-3.8787;5.9984;10.0996;6.9668;1.3118;1.4235;-0.3135;0.0;-10.4;-8.12;26.83;226.19;63.36;151.89;0.0;63.883;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;313491;2018-08-03 08:50:36:140
-0.5646;-11.108;4.2958;0.7072;-9.6535;1.575;-0.3632;-0.9705;2.9252;0.4532;-1.2418;-1.2371;0.0;-1.34;12.91;22.98;16.37;80.79;-12.94;0.0;72.26;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;313991;2018-08-03 08:50:36:640
0.915;-1.0763;1.9662;-2.2282;-8.841;-3.6114;4.6855;8.827;6.5139;2.1981;0.0824;-0.8834;0.0;-17.43;-7.73;28.53;239.25;64.36;148.33;0.0;64.078;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;314491;2018-08-03 08:50:37:140
-3.452;-10.7656;-0.6938;1.0476;-9.6148;1.6215;-5.0577;-1.0333;-2.5701;0.7834;-0.9467;-1.2775;0.0;-10.15;13.41;27.28;42.89;80.89;-24.79;0.0;69.336;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;314991;2018-08-03 08:50:37:640
3.5917;-2.1513;-2.0728;-2.1597;-9.1221;-2.88;5.6744;7.1778;1.38;2.9725;0.3572;-0.4626;0.0;-31.45;-2.33;22.59;261.22;64.45;147.54;0.0;61.949;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;315490;2018-08-03 08:50:38:139
-8.0321;-11.0673;-5.6521;1.4849;-9.4656;2.09;-8.985;-0.9316;-5.1643;0.956;-0.8828;-0.7311;0.0;-21.96;11.96;24.8;72.04;74.84;-35.39;0.0;72.979;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;315991;2018-08-03 08:50:38:640
-17.1516;-38.5575;-10.1892;-1.7788;-9.3579;-2.3313;-17.9602;-29.7812;-7.5847;0.662;0.1601;0.4844;0.0;-36.9;4.52;17.33;282.78;71.4;144.75;0.0;67.506;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;316491;2018-08-03 08:50:39:140
-8.5924;-10.3107;0.5824;1.4699;-9.4415;2.2063;-10.1081;-0.8023;-2.1638;-0.4321;-0.9137;-0.0621;0.0;-28.18;14.64;23.32;76.6;74.14;-32.05;0.0;68.427;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;316991;2018-08-03 08:50:39:640
-10.2061;-17.8525;-14.1947;-1.9836;-9.3617;-2.1435;-2.2189;-2.7812;-7.9999;-0.2627;2.6784;0.1329;0.0;-35.02;10.73;20.29;289.55;72.52;137.5;0.0;65.021;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;317490;2018-08-03 08:50:40:139
-7.6515;-11.0721;5.6533;1.4465;-9.4504;2.1837;-8.9925;-1.3804;3.1828;0.2454;0.2879;0.1744;0.0;-22.76;20.32;23.07;70.03;74.51;-33.52;0.0;70.385;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;317991;2018-08-03 08:50:40:640
9.0505;-16.064;-7.5148;-2.0892;-9.2879;-2.3538;8.5316;-3.861;-6.1117;-1.0169;1.5705;0.9584;0.0;-28.95;8.09;25.18;277.33;73.16;135.63;0.0;66.462;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;318490;2018-08-03 08:50:41:139
-6.0162;-16.6913;-8.3289;1.0803;-9.4743;2.2893;-6.6886;-6.8614;-10.5701;-0.9018;0.0365;0.7433;0.0;-5.78;22.43;24.67;33.2;73.85;-26.23;0.0;71.569;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;318991;2018-08-03 08:50:41:640
-1.1392;-19.6697;-11.3503;-1.9851;-9.1534;-2.9062;4.195;-5.7914;2.1583;0.663;-2.3092;0.0274;0.0;-16.17;-0.55;30.63;244.08;69.7;143.76;0.0;66.62;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;319490;2018-08-03 08:50:42:139
-9.8302;-16.6195;-2.8485;0.5622;-9.7035;1.3021;-11.2267;-7.8245;-8.6112;-2.308;0.8067;2.2122;0.0;3.93;18.92;23.69;17.68;78.9;-29.45;0.0;71.192;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;319990;2018-08-03 08:50:42:639
4.9588;-9.3555;5.2439;-1.8808;-9.1875;-2.8674;6.5966;4.7066;12.3253;0.0335;-2.1078;-0.6714;0.0;-9.36;-0.42;32.69;229.34;67.85;150.8;0.0;65.796;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;320491;2018-08-03 08:50:43:140
0.8073;-17.2252;-4.1869;-0.4085;-9.7961;0.1975;-0.0311;-6.293;-6.8272;-3.4052;1.5759;2.7683;0.0;10.01;14.99;23.96;274.71;87.35;64.19;0.0;72.401;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;320991;2018-08-03 08:50:43:640
2.749;-5.3356;8.7657;-1.1363;-9.4668;-2.2932;3.6881;4.5051;11.7879;2.0788;-0.6761;-1.7622;0.0;-6.13;-1.82;36.07;218.6;69.85;152.07;0.0;66.745;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;321491;2018-08-03 08:50:44:140
10.2955;-20.3376;-0.4879;-1.2809;-9.6457;-1.2207;10.286;-11.3441;1.5375;-2.7213;0.6203;0.854;0.0;12.03;4.4;29.39;212.32;81.75;126.03;0.0;65.155;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;321990;2018-08-03 08:50:44:639
8.5262;-14.3258;2.8928;-0.6683;-9.6237;-1.763;9.1597;-7.1029;4.7052;1.6559;-2.3518;-2.9926;0.0;0.09;-3.26;35.02;211.22;73.67;154.76;0.0;67.226;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;322491;2018-08-03 08:50:45:140
2.1767;-13.7249;5.9669;-1.0824;-9.5156;-2.1102;6.2077;-5.1595;9.6683;-1.2822;0.9985;0.7379;0.0;13.08;-0.04;31.03;186.41;77.26;151.0;0.0;66.387;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;322991;2018-08-03 08:50:45:640
-6.0809;-12.827;7.5279;0.0504;-9.7158;-1.3309;-6.6616;-9.5898;9.7009;0.6918;3.292;-0.9963;0.0;2.51;0.22;33.7;199.43;80.19;155.69;0.0;69.75;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;323490;2018-08-03 08:50:46:139
-2.6572;-11.3211;5.9549;-1.5903;-9.3227;-2.594;-1.2923;-0.7786;9.1703;-2.0001;2.3929;2.1931;0.0;6.03;-5.97;29.19;198.88;74.22;149.07;0.0;67.053;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;323991;2018-08-03 08:50:46:640
-0.0714;-4.2031;-3.0736;0.2018;-9.8046;-0.013;-0.1416;5.8197;-2.4084;3.7821;-0.511;-0.6927;0.0;-2.03;-1.28;32.82;172.3;82.24;-174.09;0.0;69.349;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;324490;2018-08-03 08:50:47:139
-1.4361;-4.2678;2.9406;-2.1123;-9.0091;-3.2472;0.0483;4.4756;6.4351;-1.77;2.4803;1.5347;0.0;4.52;-10.24;27.96;202.24;68.74;146.22;0.0;66.941;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;324990;2018-08-03 08:50:47:639
-9.3441;-9.6906;4.6022;0.4753;-9.7741;0.6419;-10.2922;0.1364;4.0293;0.7791;-1.1704;0.5611;0.0;-2.31;8.04;29.31;66.81;87.77;-60.05;0.0;69.671;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;325491;2018-08-03 08:50:48:140
3.9293;-1.0093;5.852;-2.3121;-8.8115;-3.6307;7.2091;8.5905;9.5554;-1.0648;2.3354;1.4304;0.0;1.77;-11.2;27.48;201.74;68.62;146.38;0.0;66.884;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;325991;2018-08-03 08:50:48:640
-1.1225;-8.9317;-1.2229;0.2468;-9.725;1.2385;-1.6582;1.1765;-1.525;2.6434;-4.8903;-0.0472;0.0;-3.49;10.77;28.29;19.41;84.32;-13.95;0.0;69.999;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;326490;2018-08-03 08:50:49:139
7.1926;0.8941;4.9949;-2.2489;-8.7323;-3.8549;9.5235;10.0961;8.9159;0.0175;2.4621;0.3661;0.0;-1.3;-11.02;30.36;212.37;64.13;145.25;0.0;66.445;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;326991;2018-08-03 08:50:49:640
6.4719;-9.7864;-5.4295;0.4177;-9.6818;1.5032;6.3869;0.1082;-7.1368;1.005;-1.1864;-0.4445;0.0;3.33;12.46;29.41;8.64;82.7;-14.93;0.0;69.705;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;327491;2018-08-03 08:50:50:140
5.5574;1.2102;3.5799;-2.1787;-8.7372;-3.884;7.9468;9.8628;7.9937;0.9176;1.5418;-0.0568;0.0;-1.64;-15.4;29.95;207.58;62.16;148.64;0.0;65.219;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;327991;2018-08-03 08:50:50:640
-0.1456;-10.0115;4.6022;0.9248;-9.5757;1.9027;-1.2531;-0.2577;2.543;0.2454;-2.1206;-1.219;0.0;7.52;12.08;28.56;2.69;78.4;-18.28;0.0;68.645;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;328491;2018-08-03 08:50:51:140
0.0555;0.8055;3.7786;-1.9599;-8.9244;-3.5614;2.1713;9.8835;7.5835;1.8412;1.4406;-0.3188;0.0;-7.13;-12.28;30.55;217.87;63.83;150.52;0.0;66.687;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;328990;2018-08-03 08:50:51:639
-6.6148;-12.0561;0.0748;1.3795;-9.4871;2.0646;-7.0874;-2.1081;-1.7387;0.0707;-1.0926;-1.0698;0.0;14.29;15.14;22.98;358.73;75.82;-29.93;0.0;68.658;12.931261;77.68449;;879.8850708;;80.906;;0 / 0;329491;2018-08-03 08:50:52:140
