sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
3.8072;-2.3524;3.2806;0.8999;-8.7784;-4.2779;2.9411;7.0463;7.2606;0.6401;1.6674;0.5696;0.0;39.18;3.31;25.41;107.16;63.53;-168.12;0.0;68.349;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;117808;2018-08-07 08:45:09:445
1.7027;-8.3307;1.4946;2.0142;-9.5792;0.5933;-0.1599;1.3566;1.0055;1.2143;-0.3566;-0.4541;0.0;42.42;22.89;17.7;15.9;78.71;-82.67;0.0;73.285;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;118308;2018-08-07 08:45:09:945
4.6499;-2.9438;3.2543;0.8224;-8.9311;-3.9661;4.1001;5.6904;6.9088;0.4452;1.6258;0.6229;0.0;33.41;-1.1;25.61;115.51;65.09;-168.96;0.0;65.967;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;118808;2018-08-07 08:45:10:445
-0.5072;-9.0083;-2.9611;1.807;-9.6211;0.5833;-3.1844;0.3931;-4.8886;1.1845;-1.0639;-0.2069;0.0;30.92;19.47;25.59;32.87;79.94;-84.66;0.0;73.486;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;119308;2018-08-07 08:45:10:945
2.3204;-4.4378;0.149;0.3239;-8.9921;-3.8997;1.9075;4.883;4.215;-0.2771;0.4562;1.1278;0.0;36.47;-1.9;23.61;116.2;66.68;-173.48;0.0;63.774;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;119808;2018-08-07 08:45:11:445
-1.6276;-9.6068;-3.8158;1.2055;-9.7032;0.7514;-2.5082;0.2678;-4.1609;2.1645;-1.9513;-0.7396;0.0;44.43;17.41;14.3;8.65;84.1;-79.33;0.0;70.795;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;120308;2018-08-07 08:45:11:945
4.1783;-1.6964;3.5153;1.0007;-8.776;-4.2605;2.9832;6.4073;7.7603;-0.9248;2.3087;1.2695;0.0;44.55;6.26;16.83;93.51;63.5;-166.78;0.0;64.938;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;120808;2018-08-07 08:45:12:445
0.4505;-9.1472;-0.2772;2.7462;-9.4121;0.2029;-2.4117;0.4831;-0.5472;1.6074;0.0184;-0.1611;0.0;28.58;19.26;23.8;41.15;74.05;-95.87;0.0;72.815;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;121308;2018-08-07 08:45:12:945
5.6124;-2.8241;2.0835;1.0084;-8.9282;-3.9295;4.3163;6.3913;6.1904;0.3674;1.6461;1.1342;0.0;11.56;-2.29;28.0;140.82;65.56;-165.61;0.0;67.846;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;121808;2018-08-07 08:45:13:445
-4.0817;-9.0562;-2.7121;1.6227;-9.6457;0.7051;-6.05;0.5875;-3.9027;1.6862;-1.6925;-0.4892;0.0;16.18;16.34;29.39;43.72;81.41;-77.74;0.0;73.143;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;122308;2018-08-07 08:45:13:945
3.1703;-1.4785;2.05;0.4436;-8.9208;-4.0489;2.6922;7.7543;5.9412;-0.0907;0.7481;0.5654;0.0;19.51;-2.71;27.41;135.62;65.72;-173.26;0.0;66.789;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;122808;2018-08-07 08:45:14:445
-1.7545;-9.231;-1.0289;1.2152;-9.7135;0.5842;-3.1086;0.7529;-1.8412;0.8627;-2.6395;-0.5159;0.0;42.49;17.37;15.95;2.59;83.89;-70.87;0.0;72.726;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;123308;2018-08-07 08:45:14:945
0.9366;-6.1975;-3.1861;1.0867;-9.1377;-3.39;0.0871;3.5496;0.2956;0.9043;0.4785;1.3931;0.0;53.46;18.17;-8.35;57.3;67.61;-160.33;0.0;64.215;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;123808;2018-08-07 08:45:15:445
0.6205;-9.6619;-2.5708;1.5826;-9.6028;-1.2047;-0.9042;0.4786;-1.5776;0.4686;-0.5015;-0.8024;0.0;53.1;20.33;-16.07;29.8;78.59;-138.92;0.0;62.172;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;124308;2018-08-07 08:45:15:945
4.6619;-9.0538;-2.8916;2.7641;-9.1856;-2.0383;1.7523;0.3883;-0.7697;1.0076;-0.5675;0.526;0.0;39.35;27.97;-35.14;355.69;68.69;-127.05;0.0;62.287;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;124808;2018-08-07 08:45:16:445
2.8471;-9.8367;-1.0505;2.6656;-9.3674;-1.1471;0.2716;-0.2699;0.2182;0.2119;-0.3396;0.1233;0.0;39.01;24.34;-39.67;341.04;72.25;-114.23;0.0;54.964;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;125308;2018-08-07 08:45:16:945
2.8663;-9.6068;-0.4184;2.1812;-9.5131;-0.9564;0.648;0.1398;0.6404;-0.0161;0.0588;0.1339;0.0;37.01;21.42;-43.57;335.11;75.84;-113.55;0.0;50.643;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;125808;2018-08-07 08:45:17:445
1.243;-9.966;-0.1263;2.3076;-9.502;-0.7464;-1.0792;-0.1784;0.7846;0.0404;1.1997;0.0647;0.0;48.78;23.92;-27.18;350.16;75.43;-111.57;0.0;52.136;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;126308;2018-08-07 08:45:17:945
0.6205;-11.7257;-1.0648;3.7083;-8.907;-1.7563;-2.4903;-2.6846;0.7942;-2.4002;1.9944;-0.3209;0.0;45.47;25.79;8.43;28.77;66.35;-113.04;0.0;60.342;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;126808;2018-08-07 08:45:18:445
2.2917;-18.4869;-3.1167;0.8701;-9.4905;-2.3116;2.9791;-10.2267;-2.805;-0.3538;-1.8075;0.0104;0.0;18.24;4.59;27.89;122.89;75.05;-161.55;0.0;60.948;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;127308;2018-08-07 08:45:18:945
4.0251;-10.4592;-9.3919;2.5926;-9.3427;1.4707;1.2996;-0.9544;-10.955;-0.9365;-1.7127;-0.3997;0.0;30.69;28.38;18.81;358.61;72.14;-56.84;0.0;65.759;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;127808;2018-08-07 08:45:19:445
10.3697;0.104;2.8138;0.8768;-9.3026;-2.9772;9.1246;11.0726;4.8506;-0.7703;0.5904;-0.2794;0.0;16.87;6.86;27.44;123.78;73.53;-160.14;0.0;63.388;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;128308;2018-08-07 08:45:19:945
-1.7402;-14.9794;-7.3975;2.8632;-9.3235;1.0222;-4.1093;-4.9591;-8.2502;-1.8398;-0.1489;0.0498;0.0;29.63;30.48;18.51;6.52;71.17;-65.6;0.0;71.639;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;128808;2018-08-07 08:45:20:445
7.6068;-11.4097;7.0012;1.153;-9.1761;-3.2619;6.4571;-0.9276;10.4518;0.5027;-0.7039;-1.0592;0.0;13.57;2.81;29.77;136.99;70.66;-163.29;0.0;66.766;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;129308;2018-08-07 08:45:20:945
0.2638;-13.4615;-4.321;2.7038;-9.3975;0.7401;-2.352;-4.0065;-5.4491;-2.707;-0.1808;0.5078;0.0;29.97;28.29;22.04;12.02;72.2;-67.96;0.0;72.147;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;129808;2018-08-07 08:45:21:445
2.8902;-25.0734;4.9039;1.1115;-9.1765;-3.2753;4.415;-10.027;7.8477;0.655;-1.1662;-1.4128;0.0;16.75;1.7;29.6;132.47;69.82;-167.44;0.0;66.045;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;130308;2018-08-07 08:45:21:945
-0.9381;-12.7576;-5.3553;2.8886;-9.3571;0.5212;-4.0967;-3.0773;-5.8359;-3.0819;0.2921;0.1659;0.0;33.68;26.81;19.21;5.87;71.11;-67.68;0.0;71.941;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;130808;2018-08-07 08:45:22:445
3.1847;-20.7183;7.9948;1.4731;-9.1504;-3.2047;3.0824;-8.2334;10.4609;1.0928;-1.2525;-0.7758;0.0;15.4;0.65;27.6;128.66;69.08;-160.32;0.0;64.217;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;131308;2018-08-07 08:45:22:945
0.1512;-13.6818;-3.8134;2.7991;-9.3906;0.3906;-2.3673;-3.1142;-4.5096;-2.9733;0.9984;0.8391;0.0;28.24;24.61;21.8;16.14;70.76;-70.83;0.0;73.344;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;131808;2018-08-07 08:45:23:445
4.5877;-12.5062;9.2254;1.1286;-9.1935;-3.2211;3.4269;-3.9551;12.7931;1.0449;-0.4642;-0.7545;0.0;14.6;0.38;28.02;134.05;70.05;-164.45;0.0;65.876;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;132308;2018-08-07 08:45:23:945
-0.3156;-14.4312;-8.2642;2.6396;-9.374;1.1537;-3.3385;-4.8464;-8.823;-1.7013;-0.5984;0.021;0.0;32.14;26.42;18.67;2.87;72.48;-62.64;0.0;73.322;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;132808;2018-08-07 08:45:24:445
8.5956;-7.1863;8.919;1.1761;-9.1672;-3.2787;8.5719;6.7891;10.3765;-0.1738;0.877;-0.8887;0.0;20.78;2.1;27.73;117.95;71.59;-158.23;0.0;62.205;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;133308;2018-08-07 08:45:24:945
-0.0906;-13.9595;-7.9793;3.0189;-9.2461;1.2519;-2.6303;-3.4065;-7.6187;-1.5501;-0.9137;-0.1761;0.0;35.75;28.11;18.46;2.65;70.46;-64.63;0.0;72.425;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;133808;2018-08-07 08:45:25:445
9.6514;-3.9469;8.5431;1.0806;-9.1971;-3.2275;9.5358;8.0761;10.2556;-0.4699;0.5712;-0.7577;0.0;21.83;1.92;31.62;118.05;72.44;-157.16;0.0;64.677;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;134308;2018-08-07 08:45:25:945
-0.725;-14.6418;-7.364;3.1657;-9.2006;1.2238;-3.8654;-4.6282;-8.2478;-1.3338;-1.1428;-0.1292;0.0;34.06;26.81;21.55;10.15;69.58;-65.75;0.0;64.613;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;134808;2018-08-07 08:45:26:445
10.8222;-0.0899;1.8489;1.0853;-9.2094;-3.1906;9.7093;8.682;5.3805;-0.8214;0.7704;-0.1856;0.0;17.45;-1.64;30.24;130.78;69.9;-161.21;0.0;66.141;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;135308;2018-08-07 08:45:26:945
-1.132;-14.3426;-6.8038;3.0756;-9.2069;1.3943;-4.929;-4.8159;-6.8813;-0.815;-1.0693;0.07;0.0;27.55;22.17;27.46;16.61;69.74;-63.92;0.0;63.684;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;135808;2018-08-07 08:45:27:445
7.2788;3.9611;-3.4112;0.883;-9.1973;-3.2864;8.0211;15.1861;1.9141;-1.1517;1.2019;0.1893;0.0;14.08;-6.02;29.59;140.5;69.7;-164.96;0.0;67.151;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;136308;2018-08-07 08:45:27:945
-2.7386;-12.6427;-0.8063;2.8755;-9.2447;1.5613;-5.8352;-3.2248;-2.3898;-0.7064;-0.8647;-0.6394;0.0;28.63;18.32;24.96;12.07;70.65;-58.49;0.0;64.842;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;136808;2018-08-07 08:45:28:445
5.5454;1.2676;-5.7216;0.7309;-9.3377;-2.9057;4.326;10.4951;-3.0254;-1.1453;0.7332;1.1491;0.0;19.38;-1.46;25.34;124.86;73.04;-162.85;0.0;67.873;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;137308;2018-08-07 08:45:28:945
-0.9477;-13.8613;-3.2124;2.9471;-9.2563;1.3438;-3.3908;-3.4605;-3.7676;-0.8598;-0.8552;-0.6821;0.0;34.63;20.47;18.34;358.79;70.8;-62.07;0.0;65.587;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;137808;2018-08-07 08:45:29:445
10.4751;-0.2096;-3.981;1.26;-9.1936;-3.1719;1.8318;9.5665;-3.8076;-1.0984;-0.346;0.3459;0.0;22.02;-3.19;23.71;116.07;69.63;-158.34;0.0;67.639;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;138308;2018-08-07 08:45:29:945
-1.4648;-16.7775;-7.0935;3.3563;-9.1724;0.8794;-4.9577;-7.1605;-8.2774;-1.9847;-0.8647;-0.1175;0.0;33.61;20.82;15.55;2.57;69.01;-67.76;0.0;67.077;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;138808;2018-08-07 08:45:30:445
7.3434;-14.1893;1.9973;1.353;-9.1018;-3.3907;7.7877;0.1593;7.0034;-0.0917;0.3965;-1.0634;0.0;18.8;-3.48;24.68;120.94;68.14;-158.25;0.0;68.931;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;139308;2018-08-07 08:45:30:945
0.6277;-13.3035;-6.1884;3.0669;-9.3117;0.2365;-2.9251;-3.5294;-6.7012;-2.7826;0.2144;0.3672;0.0;32.83;20.26;19.05;13.65;70.34;-73.36;0.0;67.668;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;139808;2018-08-07 08:45:31:445
0.8551;-20.0623;10.7721;1.3745;-9.0692;-3.4687;-0.6259;-10.946;14.0007;0.2577;-1.8853;-0.8131;0.0;19.42;-3.34;26.41;122.0;67.64;-158.38;0.0;68.755;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;140308;2018-08-07 08:45:31:945
2.3252;-11.1463;-0.7895;2.8584;-9.3794;-0.1657;-1.8095;-1.2562;-1.4578;-3.7786;-0.0275;1.0703;0.0;32.51;21.7;20.41;14.28;70.97;-76.27;0.0;67.055;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;140808;2018-08-07 08:45:32:445
-0.9549;-18.6665;-5.1925;1.2507;-9.251;-3.004;2.841;-15.4743;-9.7105;0.5517;-1.2823;-0.2517;0.0;20.03;-1.64;26.74;120.41;70.62;-157.4;0.0;66.195;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;141308;2018-08-07 08:45:32:945
4.5805;-17.6202;7.4657;2.4571;-9.3783;-1.4766;2.1392;-8.3106;9.2918;-3.605;0.2027;1.5188;0.0;33.99;10.95;22.56;37.04;72.99;-98.87;0.0;69.424;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;141808;2018-08-07 08:45:33:445
-6.2389;-5.7187;2.2775;1.338;-9.2102;-3.0907;-8.9909;0.2812;5.9504;0.41;1.3744;0.5419;0.0;20.61;-1.83;26.12;117.27;69.91;-156.59;0.0;70.167;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;142308;2018-08-07 08:45:33:945
3.2158;-16.9834;6.3332;2.4659;-9.4025;-1.2973;1.9435;-8.5325;7.4513;-3.459;0.3209;1.6786;0.0;39.08;16.29;16.22;26.93;72.72;-96.71;0.0;70.049;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;142808;2018-08-07 08:45:34:445
-3.8183;-2.927;1.0229;1.5426;-9.1756;-3.0982;-5.1772;7.0196;4.0451;0.7168;0.9366;0.3651;0.0;23.37;1.31;24.78;109.11;69.33;-153.53;0.0;66.15;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;143308;2018-08-07 08:45:34:945
4.7649;-19.8564;-2.1135;2.5174;-9.3685;-1.4365;3.0995;-7.3271;4.4579;-2.2659;0.1867;1.6903;0.0;36.66;12.81;17.53;40.29;72.6;-111.15;0.0;71.714;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;143808;2018-08-07 08:45:35:445
3.0913;-2.0579;6.6852;1.4807;-9.1813;-3.1115;-0.754;8.1626;8.1318;1.3517;-1.407;0.364;0.0;25.91;0.84;21.71;103.31;69.43;-154.55;0.0;68.263;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;144308;2018-08-07 08:45:35:945
6.1344;-18.6593;-8.2379;2.2259;-9.3074;-2.142;5.0096;-9.375;-0.9884;-1.9666;-0.608;1.4634;0.0;38.29;13.52;17.95;55.51;71.96;-126.66;0.0;71.624;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;144808;2018-08-07 08:45:36:445
6.2612;-8.0937;9.9509;1.5018;-9.2858;-2.7728;4.6276;1.8479;12.4093;1.911;-2.7354;-0.2325;0.0;25.15;4.51;24.2;102.52;69.78;-152.45;0.0;68.842;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;145308;2018-08-07 08:45:36:945
4.5638;-16.8948;-7.048;2.0912;-9.3699;-2.0008;2.6431;-8.0781;-6.6651;-1.271;-1.9694;1.8895;0.0;34.75;15.44;19.43;59.27;72.51;-126.96;0.0;72.25;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;145808;2018-08-07 08:45:37:445
2.1863;-19.2052;3.4722;1.4113;-9.5049;-1.9583;-0.034;-9.796;2.5974;3.266;-2.7279;-1.1241;0.0;22.88;4.48;24.75;105.15;73.7;-150.27;0.0;67.244;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;146308;2018-08-07 08:45:37:945
3.0626;-17.0145;-0.8877;1.8227;-9.3994;-2.1211;1.2087;-7.2848;-0.6437;-1.2039;-1.783;1.5049;0.0;36.67;13.76;17.77;57.94;73.69;-124.65;0.0;73.094;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;146808;2018-08-07 08:45:38:445
9.8382;-13.3059;5.6772;1.2444;-9.4272;-2.398;8.7442;-1.8872;8.8186;2.8378;-3.5737;-1.0687;0.0;26.25;4.93;24.58;105.46;72.25;-154.76;0.0;67.218;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;147308;2018-08-07 08:45:38:945
0.836;-14.5126;7.7578;1.7929;-9.3761;-2.2462;1.6638;-5.2371;6.9174;-1.3924;-0.4866;1.4176;0.0;35.36;12.1;18.21;60.16;73.39;-127.27;0.0;66.016;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;147808;2018-08-07 08:45:39:445
5.7752;-16.064;2.2583;1.3145;-9.4952;-2.0696;4.024;-6.5726;3.6333;3.1094;-2.8216;-1.4224;0.0;26.25;6.49;23.64;103.48;73.68;-154.08;0.0;66.929;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;148308;2018-08-07 08:45:39:945
0.6708;-15.0441;4.1641;1.5378;-9.4219;-2.2434;-1.2138;-6.2704;9.7931;-1.0728;0.3315;1.8991;0.0;40.53;12.6;16.38;61.02;73.62;-131.6;0.0;67.525;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;148808;2018-08-07 08:45:40:445
3.405;-15.396;-0.8709;1.9475;-9.4333;-1.8415;-1.0742;-5.9461;-0.0382;2.4713;-0.494;-1.3787;0.0;27.22;8.02;24.89;89.94;73.27;-140.89;0.0;65.235;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;149308;2018-08-07 08:45:40:945
-0.4138;-11.5509;-0.8254;1.7973;-9.2894;-2.5783;-2.1843;-1.4506;0.9994;-2.4247;2.9968;1.7681;0.0;38.87;13.65;18.6;68.15;71.44;-135.01;0.0;69.264;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;149808;2018-08-07 08:45:41:445
6.1439;-18.8437;7.413;1.0804;-9.509;-2.1405;6.1667;-7.3017;11.4479;3.4045;-2.4403;-1.9039;0.0;27.76;7.86;27.06;103.88;75.85;-153.22;0.0;66.759;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;150308;2018-08-07 08:45:41:945
0.4984;-10.2222;-3.7751;1.2126;-9.4245;-2.4248;-2.3336;-2.7428;4.5818;-1.5107;1.3862;1.8639;0.0;42.2;13.28;14.32;66.2;74.31;-139.74;0.0;69.223;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;150808;2018-08-07 08:45:42:445
0.3117;-13.7919;-3.2292;1.47;-9.4492;-2.1729;2.3387;-5.3152;0.2777;2.3712;-1.0661;-1.1167;0.0;35.99;7.52;19.51;82.21;74.48;-145.92;0.0;68.229;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;151308;2018-08-07 08:45:42:945
1.3723;-9.2429;-0.3777;1.3966;-9.34;-2.6427;-0.0581;0.3017;1.9952;-2.6494;1.7984;1.8085;0.0;42.66;11.99;13.43;61.7;72.56;-140.46;0.0;66.319;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;151808;2018-08-07 08:45:43:445
-1.3499;-20.3544;-1.4934;1.671;-9.5361;-1.5623;-0.7579;-10.7345;3.3359;2.8388;-0.8999;-1.5215;0.0;34.84;11.81;18.32;67.03;76.51;-133.07;0.0;66.3;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;152308;2018-08-07 08:45:43:945
-1.3595;-8.2661;-3.3034;1.1398;-9.3652;-2.6766;-2.9403;1.6864;0.4493;-2.593;2.8807;1.897;0.0;43.97;13.33;11.89;66.55;73.72;-145.92;0.0;67.726;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;152808;2018-08-07 08:45:44:445
0.5128;-19.4183;-1.9818;1.5235;-9.2658;-2.8276;-0.7932;-9.9622;1.1944;2.7994;-1.4304;-0.763;0.0;32.85;6.78;24.47;94.08;70.88;-151.68;0.0;68.732;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;153308;2018-08-07 08:45:44:945
6.2589;-17.9171;1.3629;1.7826;-9.289;-2.5897;2.9939;-6.7285;7.3068;-0.8449;-0.5793;2.0557;0.0;43.69;17.87;8.27;48.35;70.39;-132.17;0.0;63.454;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;153808;2018-08-07 08:45:45:445
6.4121;-17.7208;6.4458;1.2261;-9.4079;-2.4818;5.7447;-3.2238;13.7185;3.1829;-3.6685;-1.3436;0.0;29.99;5.64;20.4;96.83;71.59;-156.65;0.0;71.25;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;154308;2018-08-07 08:45:45:945
4.0921;-16.3369;15.0936;1.419;-9.4186;-2.3338;1.8357;-6.4827;17.723;-1.3072;-3.3031;1.8437;0.0;38.13;15.35;10.52;45.09;72.67;-123.81;0.0;63.917;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;154808;2018-08-07 08:45:46:445
3.1416;-16.8302;-0.3562;1.2235;-9.5256;-1.984;3.1553;-6.5175;4.3381;3.4662;-2.0238;-1.6909;0.0;28.11;4.77;16.7;94.22;74.03;-155.62;0.0;73.615;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;155308;2018-08-07 08:45:46:945
0.192;-7.0881;-2.6738;1.0548;-9.386;-2.6384;1.0555;1.5039;-2.5672;-2.9019;2.3023;1.5934;0.0;36.44;8.52;9.68;66.29;73.44;-146.68;0.0;62.738;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;155808;2018-08-07 08:45:47:445
-4.278;-12.3841;-4.2659;1.7201;-9.5344;-1.5186;-6.127;-2.1685;-2.401;1.7043;-0.9585;-0.452;0.0;30.57;7.6;13.78;68.54;75.72;-136.8;0.0;72.202;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;156308;2018-08-07 08:45:47:945
-1.8479;-7.7466;0.1275;1.2585;-9.2587;-2.977;-3.2357;1.9183;2.5267;-2.8444;2.232;1.4986;0.0;34.75;9.86;8.51;65.41;72.57;-147.13;0.0;63.805;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;156808;2018-08-07 08:45:48:445
-4.3594;-9.0969;-4.6562;2.0079;-9.5296;-1.1514;-7.9028;-2.1762;-4.5046;1.7118;-0.9116;0.2096;0.0;24.63;11.85;14.78;61.81;75.74;-125.35;0.0;73.683;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;157308;2018-08-07 08:45:48:945
0.0699;-8.8575;2.56;0.9225;-9.2052;-3.2532;-2.0078;0.3257;4.6456;-2.6292;2.0956;1.8043;0.0;30.42;10.28;13.24;80.4;72.96;-154.33;0.0;65.379;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;157808;2018-08-07 08:45:49:445
-0.1863;-7.9931;-3.4064;1.5856;-9.6246;-1.012;-2.1722;1.576;-2.6473;1.5861;-1.2482;0.2479;0.0;24.7;14.56;20.0;70.31;78.09;-126.57;0.0;73.771;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;158308;2018-08-07 08:45:49:945
2.8208;-6.4297;2.6198;0.7875;-9.0827;-3.613;0.935;2.5653;6.3432;-2.447;2.2213;1.571;0.0;36.81;7.5;22.16;97.34;71.34;-160.86;0.0;65.941;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;158808;2018-08-07 08:45:50:445
2.1935;-4.2534;1.7268;1.6845;-9.6336;-0.7257;0.7903;6.0512;4.1731;1.8577;-3.3308;0.5909;0.0;28.12;9.39;24.11;64.59;78.15;-116.14;0.0;73.861;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;159308;2018-08-07 08:45:50:945
1.5758;-6.2645;2.3038;0.9338;-9.0198;-3.7338;0.5386;3.0491;6.2009;-2.3053;1.9646;0.8903;0.0;34.71;-3.25;20.95;103.53;70.48;-162.88;0.0;66.156;12.931791;77.684105;787.21;880.2770996;5.29;4.288;94.5;12 / 21;159808;2018-08-07 08:45:51:445
